experiment,accuracy,precision,recall,f1_score,roc_auc
VGG16_baseline_frozen,0.9201451905626135,0.8984509466437177,0.9473684210526315,0.9222614840989399,0.9708174874259308
VGG16_fine_tune_last_4,0.9417422867513612,0.9103169251517195,0.9800362976406534,0.9438909281594127,0.9851513005556635
